"x","y"
0.399207785050148,0.0357048558941955
0.371485504116686,0.0615277056107634
0.434719068480895,0.0720613932714784
0.332431659602508,0.0868995272130568
0.4151894215232,0.0990320999241353
0.283210508102492,0.105296461245451
0.467848395474446,0.112258852329041
0.369173973361247,0.121984780171905
0.320945370978717,0.138802858642892
0.39575853224413,0.146076219498361
0.26833415245512,0.151290672010104
0.446979413056763,0.152197069831666
0.240504272565002,0.163019946423204
0.497403694555913,0.167192314631985
0.354569154356513,0.185373435845258
0.202240206357771,0.185852721217775
0.409072236877813,0.190499635764152
0.299453912808532,0.194186963725395
0.463383345644009,0.199551429020874
0.163562574952651,0.222290234997461
0.503584383060854,0.225624999854973
0.257838748908204,0.226098580411059
0.214412116267259,0.229490446983939
0.43934890745898,0.237953715852394
0.334156794740473,0.243426206650308
0.384727675027578,0.244556604780578
0.134333071832673,0.250563140855762
0.303949653210256,0.251990091651624
0.550267892421361,0.257493365920264
0.0882973583243287,0.260586623001646
0.49228680693334,0.267150833404807
0.403363791316734,0.277753174906107
0.269068767827489,0.28577220919281
0.180377119048242,0.286029548754219
0.456940755494123,0.290207483245199
0.225133344583724,0.290754761917765
0.536134731024251,0.299095962103511
0.356330664858761,0.299589063646425
0.110161486386836,0.30229583093966
0.026207224552418,0.307678032807914
0.317897447887435,0.314176047130764
0.064838203681477,0.314383732996268
0.146365868692228,0.318150482516876
0.50127439899938,0.322437953581169
0.385543637468705,0.330031057500003
0.577698529224969,0.338787130693516
0.189165652089863,0.340029301269771
0.423960258970245,0.340279687111176
0.236425712988232,0.343558259689815
0.289125525900029,0.347466128329231
0.46391313221578,0.347480728207575
0.104098495169226,0.351200566311598
0.0381177941716409,0.351622329476605
0.540914024690964,0.361164012377512
0.34655481230874,0.361821965233917
0.149716324936902,0.379830493281966
0.496266868903314,0.380211118066198
0.404770412271591,0.383753579965085
0.257208643761173,0.391809527920531
0.0615835155699656,0.392904843129409
0.454923322205028,0.393054981874523
0.202421926716992,0.394572035102698
0.310826270646315,0.397951095291683
0.580450990229503,0.400746949177133
0.62091722361207,0.407335116456546
0.363492911244994,0.408095481035735
0.114030099545462,0.409629247313176
0.531788927736249,0.409663110667657
0.16647031397304,0.429726484863193
0.385072295812264,0.437912222631156
0.440663531205777,0.438652718141703
0.229125953331421,0.439753749110053
0.493230252766579,0.439944707490791
0.280231222786458,0.441157419402682
0.329288875020593,0.446318748576266
0.587833811752763,0.452203451826182
0.188333039696581,0.457200908273471
0.545929722718839,0.460248812040937
0.632656951418235,0.47018938738555
0.675545806506891,0.4710938559724
0.403325932355591,0.478286890488623
0.241834321807602,0.485860508112394
0.2911645905529,0.48875813366919
0.510352012006975,0.490453203153941
0.470845334941202,0.49172426102816
0.35037027395672,0.493562897613108
0.191341527097599,0.498683300514634
0.446241782061897,0.507432466787102
0.581321765195088,0.511696824520564
0.630208626838906,0.517511191262833
0.535829508444094,0.520391509353729
0.68038163424784,0.52156994952619
0.395057290350556,0.525602322256849
0.31681525943782,0.535217329348223
0.262695993575906,0.542200273091224
0.493655147270756,0.553950014947721
0.378402394967662,0.557571670231941
0.439506901211462,0.560915470315412
0.706099820294118,0.567073088099818
0.551033888940707,0.569356217010041
0.601065056852873,0.573153092953299
0.653891261879556,0.574395495894536
0.333535618182963,0.581631915374415
0.2761763083257,0.585621394181246
0.737741784390898,0.607631112417506
0.468290198838454,0.612110557236973
0.513443981999415,0.61812514971809
0.68348220011481,0.623696233350571
0.560337497615542,0.624826693646623
0.363328204985056,0.624842474441992
0.318375405193784,0.627776027629756
0.631505350332992,0.62944823803474
0.596642031789455,0.639802635855257
0.825541454783507,0.648533952166425
0.778725400991188,0.655141876755772
0.722428211677535,0.658834709764755
0.382536755434975,0.666881653460718
0.664407746844269,0.67720661752975
0.533761294558796,0.6796489793172
0.586417835429816,0.694964858456588
0.625517882391251,0.6952500576015
0.712801241518421,0.700813818011745
0.753383942376859,0.704788359568629
0.406758967808789,0.712917165820425
0.811592027963517,0.715407568253082
0.545474373035155,0.73390035912715
0.672634895867475,0.734135378844562
0.45671986673422,0.737443231739291
0.862647494943884,0.744128950634634
0.63637817090509,0.746070534220016
0.582276740568969,0.755888864629122
0.895660514881877,0.755965717135164
0.773219297133773,0.763152768835167
0.717117310004928,0.76321117812743
0.506785088456321,0.776843847709394
0.81267909188681,0.782381228407708
0.552646364315146,0.789111179304587
0.622608141492989,0.789185973354908
0.68522405365714,0.793398416141252
0.926245046945716,0.800721378771394
0.463218578615273,0.801071337897206
0.75089324541436,0.812661709273565
0.861960706711004,0.814606025825043
0.632679105719636,0.818556648689901
0.573874054004285,0.826371562446747
0.511250490326691,0.832606136579661
0.964967968334801,0.843002349852465
0.799271068723552,0.845765434454629
0.712869159846978,0.847623651863881
0.454923412776148,0.85282631127069
0.671940386039129,0.857010483061784
0.619351621237143,0.859038679646622
0.905539513269664,0.863392006392825
0.846735757489674,0.881966240494735
0.747601627335973,0.88383635531705
0.483962041800153,0.884232398845001
0.513904956638618,0.908387829811232
0.804729116336125,0.909516694984545
0.695127547924111,0.911042534775552
0.730416309986483,0.933780162861914
0.522735859502273,0.946797659191455
0.703687001689448,0.969852768391478
0.559034755449319,0.971524001140589
0.418455654403302,0.814172931403948
0.39689238303498,0.586597067863348
0.340827877477344,0.650318309654716
0.547835282613231,0.996233622236429
0.569398553981552,0.996233622236429
0.526272011244909,0.978027553153181
0.483145468508266,0.84148203502882
